date,open,high,low,close,volume
2023-01-04,1167.2618507099899,1169.1107276232437,1147.6325061253483,1149.7095947265625,9264891
2023-01-05,1151.969198619059,1157.858025867488,1143.0674942432397,1147.6552734375,13637099
2023-01-06,1153.4072395784428,1163.1306272948216,1149.5955006159752,1158.0863037109375,6349597
2023-01-09,1161.9207528429104,1187.8041821914996,1161.0306065888913,1185.4302978515625,10722753
2023-01-10,1189.6302560157692,1189.6302560157692,1162.240505708343,1167.9010009765625,8047142
2023-01-11,1165.2077656913489,1167.7184566325625,1150.873655990327,1153.1790771484375,11509553
2023-01-12,1152.5855061360771,1156.077627831873,1125.2641003718309,1128.2769775390625,17688773
2023-01-13,1122.2513519945564,1128.8705782042637,1111.3867843100481,1126.451171875,20618583
2023-01-16,1128.7791493112115,1131.951774613395,1107.917221092014,1115.723388671875,13623855
2023-01-17,1122.0686670526488,1133.481062404078,1118.6906511572718,1131.5638427734375,10751000
2023-01-18,1129.1444306357287,1137.178689301756,1123.1414974309203,1129.692138671875,13448286
2023-01-19,1128.8705038207283,1132.6366004638107,1121.4524163802744,1128.4825439453125,11940054
2023-01-20,1129.8291140692525,1129.8291140692525,1112.596474928504,1115.0615234375,14930286
2023-01-23,1117.960395115449,1125.8120854761514,1107.0044217374414,1109.423828125,10954118
2023-01-24,1113.851719292168,1115.51790607312,1089.8171651533376,1102.873046875,16488755
2023-01-25,1101.275205877952,1102.3022790893294,1086.4618542855478,1087.6258544921875,12385018
2023-01-27,1088.4706538388855,1089.817223588686,1055.260418546103,1066.992431640625,25830975
2023-01-30,1064.4132886312711,1082.764407064242,1050.3987961919847,1077.218017578125,21772103
2023-01-31,1087.3749062182637,1089.9541811505658,1068.6585300710096,1074.5245361328125,22691594
2023-02-01,1086.439272024598,1086.439272024598,1052.224782493373,1068.1566162109375,19347800
2023-02-02,1058.1591593362568,1071.8540341073915,1054.9637127057106,1062.244873046875,13662663
2023-02-03,1072.3105805967245,1072.3105805967245,1046.7467660021255,1063.1806640625,24699575
2023-02-06,1056.7896118119152,1059.528634971871,1052.5899131464937,1055.1690673828125,14837879
2023-02-07,1055.4201633910932,1062.4501695052957,1046.7466710224398,1052.635498046875,15135435
2023-02-08,1055.8766387784026,1077.2863960062462,1053.137736379797,1073.6572265625,21160332
2023-02-09,1074.341987106508,1082.284961068636,1065.463103759131,1075.52880859375,13172763
2023-02-10,1075.0039060071294,1075.0039060071294,1059.6655455942528,1066.6728515625,10790445
2023-02-13,1068.2935042806123,1072.767178094588,1056.1278886860243,1060.6015625,10352493
2023-02-14,1063.6143185684562,1087.329254712915,1060.738368480938,1085.5946044921875,14321920
2023-02-15,1084.6358877756606,1112.5735854842064,1083.2664969637603,1110.1768798828125,33503591
2023-02-16,1118.1656324865594,1124.7163944448255,1107.0270912647763,1109.3095703125,17264487
2023-02-17,1104.7217922905263,1117.2754874405753,1100.4306882070916,1113.9429931640625,11809520
2023-02-20,1116.13425652598,1118.3026298698114,1100.2025445254703,1102.16552734375,8836937
2023-02-21,1106.5479683974272,1116.9559918914763,1101.2296696771075,1111.1585693359375,13311592
2023-02-22,1107.4380609994967,1109.2868172204335,1084.2023673241313,1085.9598388671875,11024335
2023-02-23,1085.5490279902117,1093.1953270218976,1077.9483712962124,1080.7557373046875,9851910
2023-02-24,1082.8098807799356,1093.834315272933,1080.9839459876737,1088.15087890625,9434053
2023-02-27,1087.3750050988056,1090.8672478016565,1073.543202799622,1080.91552734375,11199715
2023-02-28,1075.5516247048565,1080.5274845520237,1056.1734344203933,1060.2362060546875,21994038
2023-03-01,1070.0280642112666,1070.712820002187,1060.5557097259696,1069.982421875,11551145
2023-03-02,1066.8326656493814,1073.5203549354069,1059.802538079039,1061.833984375,9333535
2023-03-03,1072.3791189632545,1092.6019362119685,1068.9098180563456,1088.9271240234375,14643807
2023-03-06,1095.5918675399987,1106.8216933590497,1095.5918675399987,1099.5633544921875,10171916
2023-03-08,1099.563420263857,1104.2654263644915,1088.7444955670887,1103.51220703125,15782657
2023-03-09,1102.8958764013148,1103.3066574341256,1075.095225544964,1076.9896240234375,16235128
2023-03-10,1068.8868957671646,1070.0280749321848,1056.8124450060086,1060.3046875,13334091
2023-03-13,1063.1806779260546,1070.0281154160118,1038.5298305140532,1042.8665771484375,12771592
2023-03-14,1040.812257084253,1052.2018311560978,1035.8136967949142,1038.9635009765625,16027522
2023-03-15,1042.6839706485123,1049.1661484530055,1016.800539526596,1021.2057495117188,21728555
2023-03-16,1023.921951504309,1028.9433330363881,1005.2968594074098,1016.1157836914062,18363159
2023-03-17,1024.720781814394,1028.0075129528561,1010.0900587449327,1014.837646484375,34014213
2023-03-20,1011.1400066065017,1013.4224856028961,995.1625932582816,1004.8631591796875,19524589
2023-03-21,1012.9431232711898,1038.0733342187905,1012.0529769869939,1036.1103515625,21400360
2023-03-22,1043.0946916431246,1046.0391051865406,1036.247254791225,1039.2601318359375,10920094
2023-03-23,1035.3343603002547,1036.2016854580306,1023.9447859117854,1026.1131591796875,16249370
2023-03-24,1024.9490510644619,1027.1174243598298,1003.3796050761481,1005.7990112304688,12375945
2023-03-27,1012.2812828490338,1028.9433318287538,1004.383890745215,1021.4339599609375,14054323
2023-03-28,1024.8349561252708,1030.0846702786253,1021.1829653124684,1026.2044677734375,12576424
2023-03-29,1022.0959186617868,1024.7436572444662,1009.3597140789179,1020.133056640625,18804065
2023-03-31,1029.3999027039445,1069.7770709600845,1029.2629756900762,1064.116455078125,28171201
2023-04-03,1070.4846960590223,1072.3106311531849,1056.7896998650788,1064.299072265625,10293043
2023-04-05,1071.8540232011114,1071.8540232011114,1053.8453439607506,1061.74267578125,16262928
2023-04-06,1058.2275373074351,1074.592970502133,1058.2275373074351,1068.8638916015625,18435046
2023-04-10,1072.7671126043012,1072.9496819536614,1059.779694186431,1061.2861328125,12961408
2023-04-11,1065.4631729553812,1068.6586196822263,1060.9210357303307,1066.535888671875,10542367
2023-04-12,1066.5357872569193,1080.8925957399235,1063.6599579243734,1071.23779296875,18179087
2023-04-13,1074.1365320735108,1079.9797173840186,1069.1151503508545,1075.27783203125,12378208
2023-04-17,1106.9814803229494,1106.9814803229494,1072.333391852291,1080.73291015625,17929479
2023-04-18,1085.0925121063174,1085.0925121063174,1061.8111761257844,1068.3619384765625,10405576
2023-04-19,1067.768405195298,1076.3733137885806,1064.64142217666,1073.6800537109375,12273475
2023-04-20,1074.638679040759,1076.8755157885284,1064.595795217696,1070.9638671875,7007330
2023-04-21,1073.0637661728558,1077.7884724738815,1066.5586465106753,1072.310546875,7647317
2023-04-24,1084.1794719407253,1086.8727319946267,1071.8539885727766,1076.4190673828125,12936186
2023-04-25,1080.0709122812248,1086.7357798786459,1072.9952636709509,1084.65869140625,9236126
2023-04-26,1086.005534613959,1089.2467445727555,1074.6159592843226,1078.290771484375,8617834
2023-04-27,1084.1794457664448,1088.2878596252956,1079.1579437194785,1085.115234375,9167125
2023-04-28,1087.3748753991613,1106.5021527689444,1087.2607695641375,1104.949951171875,15565210
2023-05-02,1112.1170391794083,1116.4994278601828,1108.4194062766874,1114.3310546875,12981805
2023-05-03,1116.1340858641377,1116.1340858641377,1101.549066588438,1104.767333984375,7061872
2023-05-04,1105.2467632974385,1119.717677582049,1102.2567073883076,1117.503662109375,8635233
2023-05-05,1114.3081951915199,1123.5978590907398,1112.0257162588239,1114.6505126953125,8746585
2023-05-08,1118.4167001177036,1133.7778823916174,1115.746261129747,1128.4140625,9153782
2023-05-09,1129.8290394334551,1135.2158009724574,1124.4652198090143,1131.9061279296875,6464721
2023-05-10,1136.6766978121202,1141.173192717246,1132.659447469911,1139.6895751953125,10872255
2023-05-11,1140.762158669685,1145.5781493917782,1130.5365853892238,1132.24853515625,10557860
2023-05-12,1127.455243721531,1135.4896227195354,1121.3838473257679,1134.0972900390625,6955341
2023-05-15,1136.6310244600713,1143.318592964205,1128.9846046154787,1136.334228515625,6833343
2023-05-16,1138.5024831085086,1141.058816015231,1118.4850597805391,1120.1513671875,8717229
2023-05-17,1124.3511508366894,1125.2641183192468,1108.830341392445,1113.5322265625,8798967
2023-05-18,1118.2112689036005,1121.6122266625744,1107.9856952056505,1111.1356201171875,10525531
2023-05-19,1111.1357155261294,1116.5679991928369,1104.1968724046772,1114.741943359375,8050447
2023-05-22,1111.5691808774143,1125.720598669704,1110.3595382742935,1120.6990966796875,7434906
2023-05-23,1123.2783175836105,1126.6335119735163,1119.0784985578177,1120.49365234375,6092034
2023-05-24,1116.544972955841,1124.8075631613845,1110.8615367170432,1113.9656982421875,8112254
2023-05-25,1111.0671339157268,1117.960213217733,1102.9186489083418,1113.828857421875,11487863
2023-05-26,1122.0685861761906,1145.349919313803,1118.7590340242448,1144.208740234375,12626260
2023-05-29,1150.8279550929283,1154.9364899661489,1144.5283465169668,1150.6453857421875,10010304
2023-05-30,1150.645307987406,1158.451475420254,1147.7921790871794,1150.3486328125,11342504
2023-05-31,1141.2416143873527,1145.7381091276332,1123.4382047768395,1127.5009765625,27107927
2023-06-01,1132.1800927726736,1134.3484659204855,1122.068625138698,1124.4652099609375,14592692
2023-06-02,1128.003101699598,1133.412563645759,1118.8731857024297,1120.7904052734375,15800644
2023-06-05,1126.268543700321,1133.8235582589482,1122.274114564264,1130.8563232421875,10908682
2023-06-06,1133.6865172838243,1135.6265579862757,1123.8946668621782,1131.8148193359375,7493309
2023-06-07,1135.3071289198083,1141.241598708449,1128.7335456658939,1140.3970947265625,10312545
2023-06-08,1143.9805586437908,1148.9335976883083,1137.133121023714,1141.081787109375,12071109
2023-06-09,1144.4369244051343,1145.144501301207,1131.1984746215855,1133.001708984375,5877018
2023-06-12,1130.057315904061,1136.311281503828,1125.264025708016,1134.0059814453125,6391969
2023-06-13,1138.9591656822827,1151.946463788879,1134.9647365494955,1150.759521484375,11248016
2023-06-14,1150.827933567815,1166.3488637759137,1149.0019986007082,1164.910888671875,13277380
2023-06-15,1164.888030487722,1169.7954267696327,1157.4471223513988,1165.23046875,11813494
2023-06-16,1168.72265257123,1178.856942021871,1168.72265257123,1176.574462890625,24171579
2023-06-19,1179.5874324568545,1179.5874324568545,1160.7113056227922,1164.88818359375,6798554
2023-06-20,1162.9480481347903,1170.457299404325,1157.2189687814275,1167.3074951171875,6921096
2023-06-21,1167.2618659292657,1173.1278723617306,1163.1534517577868,1170.5943603515625,6961603
2023-06-22,1166.8053921892115,1174.702723824018,1155.8494202932393,1157.4471435546875,7619166
2023-06-23,1154.4343325060674,1156.4885999942844,1146.7195697742059,1147.9749755859375,6628570
2023-06-26,1144.437098137329,1148.2716583591261,1136.0832218598148,1139.210205078125,12641159
2023-06-27,1139.666736088607,1145.578264166708,1135.1474200849475,1139.62109375,9689466
2023-06-28,1147.1760589375283,1158.519990797568,1140.2600374666351,1154.708251953125,11354006
2023-06-30,1162.423070452648,1167.1021346662303,1156.511421596289,1164.1805419921875,11151555
2023-07-03,1167.7413136446191,1196.934300105854,1166.5087289327182,1194.058349609375,12154387
2023-07-04,1198.3037415268395,1198.3037415268395,1174.6799673322103,1181.7557373046875,8061643
2023-07-05,1190.9997357239995,1190.9997357239995,1175.8440646341217,1179.8155517578125,10248062
2023-07-06,1175.958111582341,1207.1824197013011,1175.958111582341,1204.5804443359375,19117987
2023-07-07,1202.8686056265724,1216.5406584496827,1199.6730384312104,1202.2294921875,13375267
2023-07-10,1227.4736968882496,1258.1046546175523,1221.1284462814795,1248.541015625,33240016
2023-07-11,1256.6894093813987,1264.495455649915,1249.7050458386786,1262.0760498046875,20069348
2023-07-12,1262.806571231475,1279.103541836806,1260.683840337917,1263.468505859375,18733835
2023-07-13,1270.8410235059798,1277.734103452716,1249.54549133918,1252.1702880859375,14682934
2023-07-14,1255.365580017741,1260.3414396091937,1243.9988277461352,1251.1202392578125,15124144
2023-07-17,1253.9963391795925,1285.060901535764,1245.3228457945552,1276.6842041015625,22220040
2023-07-18,1285.9509768018002,1295.286283587151,1274.995004828538,1287.52587890625,25867313
2023-07-19,1291.8854597114334,1303.7543992835303,1276.8210735612868,1297.294921875,39122156
2023-07-20,1276.0149599670335,1301.2137583797864,1276.0149599670335,1295.7239990234375,38717624
2023-07-21,1290.3576048302098,1293.2755748788927,1248.1205739980844,1255.6134033203125,30249238
2023-07-24,1227.0515368964086,1243.8424839995957,1221.2649818512405,1230.216796875,23727866
2023-07-25,1233.4810641733905,1239.0203294862108,1226.5569523456327,1229.425537109375,12026020
2023-07-26,1229.029726310642,1259.6936470475673,1229.029726310642,1249.4063720703125,12911012
2023-07-27,1253.2889256301971,1255.06933898356,1231.6758304667376,1237.7838134765625,17226898
2023-07-28,1242.4081558253793,1257.6412248805652,1236.7204929547063,1250.2225341796875,20827852
2023-07-31,1250.222567835286,1263.1062644351005,1245.3261593927457,1260.8065185546875,8551174
2023-08-01,1263.6503718598296,1265.6286894674379,1239.0697997346808,1242.9769287109375,9536632
2023-08-02,1240.9985763343113,1242.383422770223,1218.4458286875906,1229.697509765625,12748214
2023-08-03,1224.2323775511124,1236.893537376658,1215.700883147937,1224.529052734375,10168350
2023-08-04,1235.8550243989196,1244.3617658987635,1222.4024889169664,1241.1717529296875,22885610
2023-08-07,1246.834785043854,1250.494624650405,1238.9215138972052,1248.244384765625,5982870
2023-08-08,1250.2965991690858,1253.486611833248,1236.2258407843067,1240.7264404296875,9844072
2023-08-09,1238.8472469851743,1250.7912910864598,1227.1009863432985,1248.911865234375,11486586
2023-08-10,1248.788167272386,1261.177404750792,1240.6276075945868,1254.475830078125,15470598
2023-08-11,1252.4975295128647,1265.5544976220099,1242.5565564009414,1259.767822265625,22179330
2023-08-14,1255.737002454242,1277.1523130180672,1248.8128913733601,1274.6546630859375,9575812
2023-08-16,1261.672044700447,1277.3996937112483,1261.672044700447,1273.6160888671875,10203112
2023-08-17,1269.6348629683328,1275.0752365265755,1252.695518025622,1255.2425537109375,13673744
2023-08-18,1251.9041214413387,1274.827925208279,1240.6771930744892,1264.5406494140625,18639978
2023-08-21,1260.6443643964944,1268.3374245054665,1248.5836072167706,1250.74267578125,9221746
2023-08-22,1249.204008079304,1259.6517042081298,1240.319812990251,1250.44482421875,7713044
2023-08-23,1252.8272476636503,1262.0838090060652,1249.2288807667073,1251.8345947265625,9517952
2023-08-24,1260.6195534341234,1260.6195534341234,1226.4227081001463,1230.7904052734375,14140020
2023-08-25,1218.9778633049934,1243.2978613921046,1212.3271367872899,1225.1075439453125,22222400
2023-08-28,1226.9189266304347,1232.87484375,1206.6192242506277,1212.897705078125,12580826
2023-08-29,1217.0173382536789,1217.7121468384466,1195.2285336373561,1201.2838134765625,16876644
2023-08-30,1207.066064519438,1212.525656094156,1198.628513903965,1200.142333984375,12168946
2023-08-31,1202.5990605910981,1203.5917135507277,1191.133870437995,1194.6578369140625,21638600
2023-09-01,1194.4343955405523,1203.9141576589248,1192.0023233270636,1197.4619140625,18112842
2023-09-04,1197.4619529612135,1202.921543874001,1193.8140262826475,1196.494140625,9347626
2023-09-05,1201.1101487589585,1208.033879307401,1197.362859390741,1202.89697265625,8675876
2023-09-06,1201.6560920331103,1209.125708635972,1199.745186611218,1205.4281005859375,8200370
2023-09-07,1201.9537313347682,1210.1679582595825,1196.6430625915527,1207.06591796875,13652572
2023-09-08,1211.0365924741222,1218.9778160313297,1202.5742018862823,1215.1064453125,23109288
2023-09-11,1216.9924464989115,1229.326207160582,1216.9924464989115,1228.20947265625,13271074
2023-09-12,1232.3785847782628,1232.3785847782628,1209.026400892418,1210.4658203125,16255666
2023-09-13,1211.0365644667,1222.2783103355039,1204.2120756300537,1216.52099609375,12803338
2023-09-14,1220.9630582690309,1223.8417758931353,1213.5181615722684,1217.6376953125,9209636
2023-09-15,1224.9336610195687,1224.9336610195687,1215.7516218263509,1219.89599609375,25468592
2023-09-18,1211.061482045193,1216.4962329024152,1207.0908701058952,1209.274658203125,7516300
